date,team,opponent,gd,gf,competition,is_friendly,event_id
2021-12-09,Chile,Mexico,0,2,Int. Friendly Games,1,9996266
2022-01-30,Mexico,Costa Rica,0,0,"World Cup Qual. CONCACAF, R. 3",0,9766685
2022-01-30,Costa Rica,Mexico,0,0,"World Cup Qual. CONCACAF, R. 3",0,9766685
2022-02-03,Mexico,Panama,1,1,"World Cup Qual. CONCACAF, R. 3",0,9766688
2022-02-03,Panama,Mexico,-1,0,"World Cup Qual. CONCACAF, R. 3",0,9766688
2022-03-25,Mexico,USA,0,0,"World Cup Qual. CONCACAF, R. 3",0,9766694
2022-03-25,USA,Mexico,0,0,"World Cup Qual. CONCACAF, R. 3",0,9766694
2022-03-27,Honduras,Mexico,-1,0,"World Cup Qual. CONCACAF, R. 3",0,9766696
2022-03-27,Mexico,Honduras,1,1,"World Cup Qual. CONCACAF, R. 3",0,9766696
2022-05-29,Mexico,Nigeria,1,2,Int. Friendly Games,1,10311234
2022-05-29,Nigeria,Mexico,-1,1,Int. Friendly Games,1,10311234
2022-06-03,Mexico,Uruguay,-3,0,Int. Friendly Games,1,10311237
2022-06-03,Uruguay,Mexico,3,3,Int. Friendly Games,1,10311237
2022-06-05,Mexico,Ecuador,0,0,Int. Friendly Games,1,10313051
2022-06-05,Ecuador,Mexico,0,0,Int. Friendly Games,1,10313051
2022-09-01,Mexico,Paraguay,-1,0,Int. Friendly Games,1,10610994
2022-09-01,Paraguay,Mexico,1,1,Int. Friendly Games,1,10610994
2022-09-25,Mexico,Peru,1,1,Int. Friendly Games,1,10698761
2022-09-25,Peru,Mexico,-1,0,Int. Friendly Games,1,10698761
2022-09-28,Mexico,Colombia,-1,2,Int. Friendly Games,1,10679373
2022-09-28,Colombia,Mexico,1,3,Int. Friendly Games,1,10679373
2022-11-09,Mexico,Iraq,4,4,Int. Friendly Games,1,10855147
2022-11-09,Iraq,Mexico,-4,0,Int. Friendly Games,1,10855147
2022-11-16,Mexico,Sweden,-1,1,Int. Friendly Games,1,10751602
2022-11-16,Sweden,Mexico,1,2,Int. Friendly Games,1,10751602
2022-11-22,Mexico,Poland,0,0,"FIFA World Cup, Group C",0,10230565
2022-11-22,Poland,Mexico,0,0,"FIFA World Cup, Group C",0,10230565
2022-11-26,Argentina,Mexico,2,2,"FIFA World Cup, Group C",0,10230540
2022-11-26,Mexico,Argentina,-2,0,"FIFA World Cup, Group C",0,10230540
2022-11-30,Saudi Arabia,Mexico,-1,1,"FIFA World Cup, Group C",0,10230546
2022-11-30,Mexico,Saudi Arabia,1,2,"FIFA World Cup, Group C",0,10230546
2023-04-20,USA,Mexico,0,1,Int. Friendly Games,1,11208475
2023-04-20,Mexico,USA,0,1,Int. Friendly Games,1,11208475
2023-06-11,Mexico,Cameroon,0,2,Int. Friendly Games,1,11283570
2023-06-11,Cameroon,Mexico,0,2,Int. Friendly Games,1,11283570
2019-10-16,Mexico,Panama,2,3,"CONCACAF Nations League, League A, Group B",0,8407058
2019-10-16,Panama,Mexico,-2,1,"CONCACAF Nations League, League A, Group B",0,8407058
2019-11-16,Panama,Mexico,-3,0,"CONCACAF Nations League, League A, Group B",0,8407059
2019-11-16,Mexico,Panama,3,3,"CONCACAF Nations League, League A, Group B",0,8407059
2020-10-07,Netherlands,Mexico,-1,0,Int. Friendly Games,1,9038090
2020-10-07,Mexico,Netherlands,1,1,Int. Friendly Games,1,9038090
2020-10-13,Mexico,Algeria,0,2,Int. Friendly Games,1,9099228
2020-10-13,Algeria,Mexico,0,2,Int. Friendly Games,1,9099228
2020-11-14,Mexico,South Korea,1,3,Int. Friendly Games,1,9149998
2020-11-14,South Korea,Mexico,-1,2,Int. Friendly Games,1,9149998
2020-11-17,Japan,Mexico,-2,0,Int. Friendly Games,1,9150003
2020-11-17,Mexico,Japan,2,2,Int. Friendly Games,1,9150003
2021-03-27,Wales,Mexico,1,1,Int. Friendly Games,1,9343149
2021-03-27,Mexico,Wales,-1,0,Int. Friendly Games,1,9343149
2021-03-30,Costa Rica,Mexico,-1,0,Int. Friendly Games,1,9436240
2021-03-30,Mexico,Costa Rica,1,1,Int. Friendly Games,1,9436240
2021-05-30,Mexico,Iceland,1,2,Int. Friendly Games,1,9529392
2021-05-30,Iceland,Mexico,-1,1,Int. Friendly Games,1,9529392
2021-06-04,Mexico,Costa Rica,1,5,"CONCACAF Nations League, Finals",0,9531467
2021-06-04,Costa Rica,Mexico,-1,4,"CONCACAF Nations League, Finals",0,9531467
2021-06-07,USA,Mexico,1,3,"CONCACAF Nations League, Finals",0,9557035
2021-06-07,Mexico,USA,-1,2,"CONCACAF Nations League, Finals",0,9557035
2021-06-13,Mexico,Honduras,0,0,Int. Friendly Games,1,9558068
2021-06-13,Honduras,Mexico,0,0,Int. Friendly Games,1,9558068
2021-07-01,Mexico,Panama,3,3,Int. Friendly Games,1,9600071
2021-07-01,Panama,Mexico,-3,0,Int. Friendly Games,1,9600071
2021-07-04,Mexico,Nigeria,4,4,Int. Friendly Games,1,9601059
2021-07-04,Nigeria,Mexico,-4,0,Int. Friendly Games,1,9601059
2021-07-11,Mexico,Trinidad and Tobago,0,0,"CONCACAF Gold Cup, Group A",0,9615040
2021-07-11,Trinidad and Tobago,Mexico,0,0,"CONCACAF Gold Cup, Group A",0,9615040
2021-07-25,Mexico,Honduras,3,3,"CONCACAF Gold Cup, Knockout stage",0,9657538
2021-07-25,Honduras,Mexico,-3,0,"CONCACAF Gold Cup, Knockout stage",0,9657538
2021-07-30,Mexico,Canada,1,2,"CONCACAF Gold Cup, Knockout stage",0,9673483
2021-07-30,Canada,Mexico,-1,1,"CONCACAF Gold Cup, Knockout stage",0,9673483
2021-08-02,USA,Mexico,1,1,"CONCACAF Gold Cup, Knockout stage",0,9686641
2021-08-02,Mexico,USA,-1,0,"CONCACAF Gold Cup, Knockout stage",0,9686641
2021-09-05,Costa Rica,Mexico,-1,0,"World Cup Qual. CONCACAF, R. 3",0,9761053
2021-09-05,Mexico,Costa Rica,1,1,"World Cup Qual. CONCACAF, R. 3",0,9761053
2021-09-09,Panama,Mexico,0,1,"World Cup Qual. CONCACAF, R. 3",0,9766657
2021-09-09,Mexico,Panama,0,1,"World Cup Qual. CONCACAF, R. 3",0,9766657
2021-10-08,Mexico,Canada,0,1,"World Cup Qual. CONCACAF, R. 3",0,9766662
2021-10-08,Canada,Mexico,0,1,"World Cup Qual. CONCACAF, R. 3",0,9766662
2021-10-10,Mexico,Honduras,3,3,"World Cup Qual. CONCACAF, R. 3",0,9766664
2021-10-10,Honduras,Mexico,-3,0,"World Cup Qual. CONCACAF, R. 3",0,9766664
2018-02-01,Mexico,Bosnia and Herzegovina,1,1,Int. Friendly Games,1,7699067
2018-02-01,Bosnia and Herzegovina,Mexico,-1,0,Int. Friendly Games,1,7699067
2018-03-24,Mexico,Iceland,3,3,Int. Friendly Games,1,7740393
2018-03-24,Iceland,Mexico,-3,0,Int. Friendly Games,1,7740393
2018-03-28,Mexico,Croatia,-1,0,Int. Friendly Games,1,7725345
2018-03-28,Croatia,Mexico,1,1,Int. Friendly Games,1,7725345
2018-05-29,Mexico,Wales,0,0,Int. Friendly Games,1,7770526
2018-05-29,Wales,Mexico,0,0,Int. Friendly Games,1,7770526
2018-06-03,Mexico,Scotland,1,1,Int. Friendly Games,1,7770527
2018-06-03,Scotland,Mexico,-1,0,Int. Friendly Games,1,7770527
2018-06-09,Denmark,Mexico,2,2,Int. Friendly Games,1,7806833
2018-06-09,Mexico,Denmark,-2,0,Int. Friendly Games,1,7806833
2018-06-17,Germany,Mexico,-1,0,"FIFA World Cup, Group F",0,7659868
2018-06-17,Mexico,Germany,1,1,"FIFA World Cup, Group F",0,7659868
2018-06-23,South Korea,Mexico,-1,1,"FIFA World Cup, Group F",0,7659888
2018-06-23,Mexico,South Korea,1,2,"FIFA World Cup, Group F",0,7659888
2018-06-27,Mexico,Sweden,-3,0,"FIFA World Cup, Group F",0,7659905
2018-06-27,Sweden,Mexico,3,3,"FIFA World Cup, Group F",0,7659905
2018-07-02,Brazil,Mexico,2,2,"FIFA World Cup, Knockout",0,7665825
2018-07-02,Mexico,Brazil,-2,0,"FIFA World Cup, Knockout",0,7665825
2018-09-08,Mexico,Uruguay,-3,1,Int. Friendly Games,1,7933270
2018-09-08,Uruguay,Mexico,3,4,Int. Friendly Games,1,7933270
2018-09-12,USA,Mexico,1,1,Int. Friendly Games,1,7933253
2018-09-12,Mexico,USA,-1,0,Int. Friendly Games,1,7933253
2018-10-12,Mexico,Costa Rica,1,3,Int. Friendly Games,1,7999203
2018-10-12,Costa Rica,Mexico,-1,2,Int. Friendly Games,1,7999203
2018-10-17,Mexico,Chile,-1,0,Int. Friendly Games,1,8001906
2018-10-17,Chile,Mexico,1,1,Int. Friendly Games,1,8001906
2018-11-17,Argentina,Mexico,2,2,Int. Friendly Games,1,8038661
2018-11-17,Mexico,Argentina,-2,0,Int. Friendly Games,1,8038661
2018-11-21,Argentina,Mexico,2,2,Int. Friendly Games,1,8038660
2018-11-21,Mexico,Argentina,-2,0,Int. Friendly Games,1,8038660
2019-03-23,Mexico,Chile,2,3,Int. Friendly Games,1,8139211
2019-03-23,Chile,Mexico,-2,1,Int. Friendly Games,1,8139211
2019-03-27,Mexico,Paraguay,2,4,Int. Friendly Games,1,8154415
2019-03-27,Paraguay,Mexico,-2,2,Int. Friendly Games,1,8154415
2019-06-09,Mexico,Ecuador,1,3,Int. Friendly Games,1,8224819
2019-06-09,Ecuador,Mexico,-1,2,Int. Friendly Games,1,8224819
2019-06-20,Mexico,Canada,2,3,"CONCACAF Gold Cup, Group A",0,8196199
2019-06-20,Canada,Mexico,-2,1,"CONCACAF Gold Cup, Group A",0,8196199
2019-06-30,Mexico,Costa Rica,1,6,"CONCACAF Gold Cup, Knockout stage",0,8266990
2019-06-30,Costa Rica,Mexico,-1,5,"CONCACAF Gold Cup, Knockout stage",0,8266990
2019-07-03,Haiti,Mexico,-1,0,"CONCACAF Gold Cup, Knockout stage",0,8274040
2019-07-03,Mexico,Haiti,1,1,"CONCACAF Gold Cup, Knockout stage",0,8274040
2019-07-08,Mexico,USA,1,1,"CONCACAF Gold Cup, Knockout stage",0,8280386
2019-07-08,USA,Mexico,-1,0,"CONCACAF Gold Cup, Knockout stage",0,8280386
2019-09-07,USA,Mexico,-3,0,Int. Friendly Games,1,8339929
2019-09-07,Mexico,USA,3,3,Int. Friendly Games,1,8339929
2019-09-11,Argentina,Mexico,4,4,Int. Friendly Games,1,8373516
2019-09-11,Mexico,Argentina,-4,0,Int. Friendly Games,1,8373516
2019-10-03,Mexico,Trinidad and Tobago,2,2,Int. Friendly Games,1,8435262
2019-10-03,Trinidad and Tobago,Mexico,-2,0,Int. Friendly Games,1,8435262
2016-09-07,Mexico,Honduras,0,0,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019259
2016-09-07,Honduras,Mexico,0,0,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019259
2016-10-08,Mexico,New Zealand,1,2,Int. Friendly Games,1,7239115
2016-10-08,New Zealand,Mexico,-1,1,Int. Friendly Games,1,7239115
2016-10-12,Panama,Mexico,-1,0,Int. Friendly Games,1,7232632
2016-10-12,Mexico,Panama,1,1,Int. Friendly Games,1,7232632
2016-11-12,USA,Mexico,-1,1,"World Cup Qual. CONCACAF, R. 4",0,7211004
2016-11-12,Mexico,USA,1,2,"World Cup Qual. CONCACAF, R. 4",0,7211004
2016-11-16,Panama,Mexico,0,0,"World Cup Qual. CONCACAF, R. 4",0,7211007
2016-11-16,Mexico,Panama,0,0,"World Cup Qual. CONCACAF, R. 4",0,7211007
2017-02-09,Mexico,Iceland,1,1,Int. Friendly Games,1,7315122
2017-02-09,Iceland,Mexico,-1,0,Int. Friendly Games,1,7315122
2017-03-25,Mexico,Costa Rica,2,2,"World Cup Qual. CONCACAF, R. 4",0,7211014
2017-03-25,Costa Rica,Mexico,-2,0,"World Cup Qual. CONCACAF, R. 4",0,7211014
2017-03-28,Trinidad and Tobago,Mexico,-1,0,"World Cup Qual. CONCACAF, R. 4",0,7211011
2017-03-28,Mexico,Trinidad and Tobago,1,1,"World Cup Qual. CONCACAF, R. 4",0,7211011
2017-05-27,Mexico,Croatia,-1,1,Int. Friendly Games,1,7417311
2017-05-27,Croatia,Mexico,1,2,Int. Friendly Games,1,7417311
2017-06-02,Mexico,Ireland,2,3,Int. Friendly Games,1,7375073
2017-06-02,Ireland,Mexico,-2,1,Int. Friendly Games,1,7375073
2017-06-09,Mexico,Honduras,3,3,"World Cup Qual. CONCACAF, R. 4",0,7211019
2017-06-09,Honduras,Mexico,-3,0,"World Cup Qual. CONCACAF, R. 4",0,7211019
2017-06-12,Mexico,USA,0,1,"World Cup Qual. CONCACAF, R. 4",0,7211016
2017-06-12,USA,Mexico,0,1,"World Cup Qual. CONCACAF, R. 4",0,7211016
2017-06-18,Portugal,Mexico,0,2,"Confederations Cup, Group A",0,7302320
2017-06-18,Mexico,Portugal,0,2,"Confederations Cup, Group A",0,7302320
2017-06-21,Mexico,New Zealand,1,2,"Confederations Cup, Group A",0,7302322
2017-06-21,New Zealand,Mexico,-1,1,"Confederations Cup, Group A",0,7302322
2017-06-24,Mexico,Russia,1,2,"Confederations Cup, Group A",0,7302323
2017-06-24,Russia,Mexico,-1,1,"Confederations Cup, Group A",0,7302323
2017-06-29,Germany,Mexico,3,4,"Confederations Cup, Knockout stage",0,7455611
2017-06-29,Mexico,Germany,-3,1,"Confederations Cup, Knockout stage",0,7455611
2017-07-02,Mexico,Paraguay,1,2,Int. Friendly Games,1,7435936
2017-07-02,Paraguay,Mexico,-1,1,Int. Friendly Games,1,7435936
2017-07-02,Portugal,Mexico,1,2,"Confederations Cup, Knockout stage",0,7459966
2017-07-02,Mexico,Portugal,-1,1,"Confederations Cup, Knockout stage",0,7459966
2017-07-17,Curacao,Mexico,-2,0,"CONCACAF Gold Cup, Group C",0,7424302
2017-07-17,Mexico,Curacao,2,2,"CONCACAF Gold Cup, Group C",0,7424302
2017-07-21,Mexico,Honduras,1,1,"CONCACAF Gold Cup, Knockout stage",0,7484952
2017-07-21,Honduras,Mexico,-1,0,"CONCACAF Gold Cup, Knockout stage",0,7484952
2017-09-02,Mexico,Panama,1,1,"World Cup Qual. CONCACAF, R. 4",0,7211022
2017-09-02,Panama,Mexico,-1,0,"World Cup Qual. CONCACAF, R. 4",0,7211022
2017-09-06,Costa Rica,Mexico,0,1,"World Cup Qual. CONCACAF, R. 4",0,7211026
2017-09-06,Mexico,Costa Rica,0,1,"World Cup Qual. CONCACAF, R. 4",0,7211026
2017-10-07,Mexico,Trinidad and Tobago,2,3,"World Cup Qual. CONCACAF, R. 4",0,7211030
2017-10-07,Trinidad and Tobago,Mexico,-2,1,"World Cup Qual. CONCACAF, R. 4",0,7211030
2017-10-11,Honduras,Mexico,1,3,"World Cup Qual. CONCACAF, R. 4",0,7211033
2017-10-11,Mexico,Honduras,-1,2,"World Cup Qual. CONCACAF, R. 4",0,7211033
2017-11-10,Belgium,Mexico,0,3,Int. Friendly Games,1,7624832
2017-11-10,Mexico,Belgium,0,3,Int. Friendly Games,1,7624832
2017-11-13,Poland,Mexico,-1,0,Int. Friendly Games,1,7619608
2017-11-13,Mexico,Poland,1,1,Int. Friendly Games,1,7619608
2015-04-16,USA,Mexico,2,2,Int. Friendly Games,1,6724569
2015-04-16,Mexico,USA,-2,0,Int. Friendly Games,1,6724569
2015-06-04,Peru,Mexico,0,1,Int. Friendly Games,1,6751598
2015-06-04,Mexico,Peru,0,1,Int. Friendly Games,1,6751598
2015-06-07,Brazil,Mexico,2,2,Int. Friendly Games,1,6751023
2015-06-07,Mexico,Brazil,-2,0,Int. Friendly Games,1,6751023
2015-06-15,Chile,Mexico,0,3,"CONMBEOL Copa América, Group A",0,6467142
2015-06-15,Mexico,Chile,0,3,"CONMBEOL Copa América, Group A",0,6467142
2015-06-19,Mexico,Ecuador,-1,1,"CONMBEOL Copa América, Group A",0,6467144
2015-06-19,Ecuador,Mexico,1,2,"CONMBEOL Copa América, Group A",0,6467144
2015-06-27,Mexico,Costa Rica,0,2,Int. Friendly Games,1,6776180
2015-06-27,Costa Rica,Mexico,0,2,Int. Friendly Games,1,6776180
2015-07-02,Mexico,Honduras,0,0,Int. Friendly Games,1,6787199
2015-07-02,Honduras,Mexico,0,0,Int. Friendly Games,1,6787199
2015-07-16,Mexico,Trinidad and Tobago,0,4,"CONCACAF Gold Cup, Group C",0,6726972
2015-07-16,Trinidad and Tobago,Mexico,0,4,"CONCACAF Gold Cup, Group C",0,6726972
2015-07-19,Mexico,Costa Rica,1,1,"CONCACAF Gold Cup, Knockout stage",0,6809516
2015-07-19,Costa Rica,Mexico,-1,0,"CONCACAF Gold Cup, Knockout stage",0,6809516
2015-07-23,Panama,Mexico,-1,1,"CONCACAF Gold Cup, Knockout stage",0,6815131
2015-07-23,Mexico,Panama,1,2,"CONCACAF Gold Cup, Knockout stage",0,6815131
2015-09-05,Mexico,Trinidad and Tobago,0,3,Int. Friendly Games,1,6870699
2015-09-05,Trinidad and Tobago,Mexico,0,3,Int. Friendly Games,1,6870699
2015-09-09,Argentina,Mexico,0,2,Int. Friendly Games,1,6870694
2015-09-09,Mexico,Argentina,0,2,Int. Friendly Games,1,6870694
2015-10-11,USA,Mexico,-1,2,"CONCACAF Gold Cup, Preliminary Round",0,6922469
2015-10-11,Mexico,USA,1,3,"CONCACAF Gold Cup, Preliminary Round",0,6922469
2015-10-14,Mexico,Panama,1,1,Int. Friendly Games,1,6918650
2015-10-14,Panama,Mexico,-1,0,Int. Friendly Games,1,6918650
2015-11-17,Honduras,Mexico,-2,0,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,6942062
2015-11-17,Mexico,Honduras,2,2,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,6942062
2016-02-11,Mexico,Senegal,2,2,Int. Friendly Games,1,6998376
2016-02-11,Senegal,Mexico,-2,0,Int. Friendly Games,1,6998376
2016-03-26,Canada,Mexico,-3,0,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019253
2016-03-26,Mexico,Canada,3,3,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019253
2016-03-30,Mexico,Canada,2,2,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019255
2016-03-30,Canada,Mexico,-2,0,"World Cup Qual. CONCACAF, R. 4, Gr.1",0,7019255
2016-05-28,Mexico,Paraguay,1,1,Int. Friendly Games,1,7051816
2016-05-28,Paraguay,Mexico,-1,0,Int. Friendly Games,1,7051816
2016-06-02,Mexico,Chile,1,1,Int. Friendly Games,1,7051817
2016-06-02,Chile,Mexico,-1,0,Int. Friendly Games,1,7051817
2016-06-06,Mexico,Uruguay,2,3,"CONMEBOL Copa América, Group C",0,7011421
2016-06-06,Uruguay,Mexico,-2,1,"CONMEBOL Copa América, Group C",0,7011421
2016-06-19,Mexico,Chile,-7,0,"CONMEBOL Copa América, Knockout stage",0,7087200
2016-06-19,Chile,Mexico,7,7,"CONMEBOL Copa América, Knockout stage",0,7087200
2013-06-12,Mexico,Costa Rica,0,0,"World Cup Qual. CONCACAF, R. 4",0,3283557
2013-06-12,Costa Rica,Mexico,0,0,"World Cup Qual. CONCACAF, R. 4",0,3283557
2013-06-16,Mexico,Italy,-1,1,"Confederations Cup, Group A",0,3329693
2013-06-16,Italy,Mexico,1,2,"Confederations Cup, Group A",0,3329693
2013-06-19,Brazil,Mexico,2,2,"Confederations Cup, Group A",0,3329695
2013-06-19,Mexico,Brazil,-2,0,"Confederations Cup, Group A",0,3329695
2013-06-22,Japan,Mexico,-1,1,"Confederations Cup, Group A",0,3329701
2013-06-22,Mexico,Japan,1,2,"Confederations Cup, Group A",0,3329701
2013-08-15,Mexico,Ivory Coast,3,4,Int. Friendly Games,1,4030793
2013-08-15,Ivory Coast,Mexico,-3,1,Int. Friendly Games,1,4030793
2013-09-07,Mexico,Honduras,-1,1,"World Cup Qual. CONCACAF, R. 4",0,3283569
2013-09-07,Honduras,Mexico,1,2,"World Cup Qual. CONCACAF, R. 4",0,3283569
2013-09-11,USA,Mexico,2,2,"World Cup Qual. CONCACAF, R. 4",0,3283585
2013-09-11,Mexico,USA,-2,0,"World Cup Qual. CONCACAF, R. 4",0,3283585
2013-10-12,Mexico,Panama,1,2,"World Cup Qual. CONCACAF, R. 4",0,3283581
2013-10-12,Panama,Mexico,-1,1,"World Cup Qual. CONCACAF, R. 4",0,3283581
2013-10-16,Costa Rica,Mexico,1,2,"World Cup Qual. CONCACAF, R. 4",0,3283591
2013-10-16,Mexico,Costa Rica,-1,1,"World Cup Qual. CONCACAF, R. 4",0,3283591
2013-11-13,Mexico,New Zealand,4,5,"World Championship Qual., CONCACAF/OFC Playoff",0,4557024
2013-11-13,New Zealand,Mexico,-4,1,"World Championship Qual., CONCACAF/OFC Playoff",0,4557024
2013-11-20,New Zealand,Mexico,-2,2,"World Championship Qual., CONCACAF/OFC Playoff",0,4557026
2013-11-20,Mexico,New Zealand,2,4,"World Championship Qual., CONCACAF/OFC Playoff",0,4557026
2014-01-30,Mexico,South Korea,4,4,Int. Friendly Games,1,4917158
2014-01-30,South Korea,Mexico,-4,0,Int. Friendly Games,1,4917158
2014-03-06,Mexico,Nigeria,0,0,Int. Friendly Games,1,5032970
2014-03-06,Nigeria,Mexico,0,0,Int. Friendly Games,1,5032970
2014-04-03,USA,Mexico,0,2,Int. Friendly Games,1,5232770
2014-04-03,Mexico,USA,0,2,Int. Friendly Games,1,5232770
2014-05-31,Mexico,Ecuador,2,3,Int. Friendly Games,1,5453710
2014-05-31,Ecuador,Mexico,-2,1,Int. Friendly Games,1,5453710
2014-06-04,Mexico,Bosnia and Herzegovina,-1,0,Int. Friendly Games,1,5462752
2014-06-04,Bosnia and Herzegovina,Mexico,1,1,Int. Friendly Games,1,5462752
2014-06-07,Mexico,Portugal,-1,0,Int. Friendly Games,1,5447430
2014-06-07,Portugal,Mexico,1,1,Int. Friendly Games,1,5447430
2014-06-13,Mexico,Cameroon,1,1,"FIFA World Cup, Group A",0,4768712
2014-06-13,Cameroon,Mexico,-1,0,"FIFA World Cup, Group A",0,4768712
2014-06-17,Brazil,Mexico,0,0,"FIFA World Cup, Group A",0,4768714
2014-06-17,Mexico,Brazil,0,0,"FIFA World Cup, Group A",0,4768714
2014-06-23,Croatia,Mexico,-2,1,"FIFA World Cup, Group A",0,4768720
2014-06-23,Mexico,Croatia,2,3,"FIFA World Cup, Group A",0,4768720
2014-06-29,Netherlands,Mexico,1,2,"FIFA World Cup, Knockout",0,4768148
2014-06-29,Mexico,Netherlands,-1,1,"FIFA World Cup, Knockout",0,4768148
2014-09-07,Chile,Mexico,0,0,Int. Friendly Games,1,5946010
2014-09-07,Mexico,Chile,0,0,Int. Friendly Games,1,5946010
2014-10-10,Mexico,Honduras,2,2,Int. Friendly Games,1,6173048
2014-10-10,Honduras,Mexico,-2,0,Int. Friendly Games,1,6173048
2014-10-12,Mexico,Panama,1,1,Int. Friendly Games,1,6173054
2014-10-12,Panama,Mexico,-1,0,Int. Friendly Games,1,6173054
2014-11-12,Netherlands,Mexico,-1,2,Int. Friendly Games,1,6182504
2014-11-12,Mexico,Netherlands,1,3,Int. Friendly Games,1,6182504
2015-03-29,Mexico,Ecuador,1,1,Int. Friendly Games,1,6705156
2015-03-29,Ecuador,Mexico,-1,0,Int. Friendly Games,1,6705156
2015-04-01,Mexico,Paraguay,1,1,Int. Friendly Games,1,6705148
2015-04-01,Paraguay,Mexico,-1,0,Int. Friendly Games,1,6705148
2011-06-25,Ecuador,Mexico,-1,0,Int. Friendly Games,1,1751305
2011-06-25,Mexico,Ecuador,1,1,Int. Friendly Games,1,1751305
2011-06-26,USA,Mexico,-2,2,"CONCACAF Gold Cup, Knockout stage",0,1774198
2011-06-26,Mexico,USA,2,4,"CONCACAF Gold Cup, Knockout stage",0,1774198
2011-07-05,Chile,Mexico,1,2,"CONMEBOL Copa América, Group C",0,1556985
2011-07-05,Mexico,Chile,-1,1,"CONMEBOL Copa América, Group C",0,1556985
2011-07-09,Peru,Mexico,1,1,"CONMEBOL Copa América, Group C",0,1556986
2011-07-09,Mexico,Peru,-1,0,"CONMEBOL Copa América, Group C",0,1556986
